timestamp,Kp,Ki,Kd,yaw_error,steer_correction,acelerador,brake,target_y,vehicle_y,target_x,vehicle_x,eror_x,error_y
02-07-2025 12:10:20.499,0.05,0.001,0.02,-3.1415910486328613,-0.15847733765749308,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.518,0.05,0.001,0.02,-3.1415910486328613,-0.15852969750830362,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.537,0.05,0.001,0.02,-3.1415910486328613,-0.15858205735911418,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.557,0.05,0.001,0.02,-3.1415910486328613,-0.15863441720992472,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.576,0.05,0.001,0.02,-3.1415910486328613,-0.15868677706073528,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.595,0.05,0.001,0.02,-3.1415910486328613,-0.15873913691154581,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.614,0.05,0.001,0.02,-3.1415910486328613,-0.15879149676235638,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.633,0.05,0.001,0.02,-3.1415910486328613,-0.1588438566131669,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.652,0.05,0.001,0.02,-3.1415910486328613,-0.15889621646397745,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.670,0.05,0.001,0.02,-3.1415910486328613,-0.158948576314788,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
02-07-2025 12:10:20.689,0.05,0.001,0.02,-3.1415910486328613,-0.15900093616559854,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875
